Student Number,Gender,Age,Degree,Year Graduated,CGPA,Average Prof Grade,Average Elec Grade,OJT Grade,Leadership POS,Act Member POS,Soft Skills Ave,Hard Skills Ave,Employability
19-01426,Male,25,BSA,2019,3.34,88.93,91.89,71.98,Yes,No,1,2,Not Employable
16-01427,Male,30,BSN,2016,3.92,92.71,77.84,92.78,Yes,Yes,4,5,Not Employable
23-01428,Male,29,BSSE,2023,3.54,76.81,72.34,88.46,Yes,No,2,3,Employable
22-01429,Female,30,BSA,2022,3.21,89.85,80.34,91.45,No,No,4,2,Not Employable
17-01430,Female,33,BSIT,2017,3.98,81.76,78.98,90.56,Yes,Yes,2,2,Not Employable
23-01431,Male,20,BSA,2023,2.53,72.09,90.27,74.03,Yes,No,3,1,Employable
17-01432,Female,23,BSA,2017,2.12,76.06,86.54,74.55,Yes,Yes,4,1,Employable
23-01433,Female,27,BSCS,2023,2.06,93.82,74.15,77.57,No,Yes,3,1,Employable
16-01434,Male,34,BSSE,2016,3.42,96.88,97.26,81.97,No,Yes,4,3,Employable
24-01435,Male,29,BSBA,2024,3.66,78.48,87.8,98.18,No,Yes,1,4,Not Employable
23-01436,Female,24,BSHM,2023,3.27,75.71,83.73,90.22,No,No,3,3,Employable
22-01437,Female,32,BSHM,2022,3.81,70.8,98.12,77.66,Yes,No,5,1,Employable
23-01438,Female,28,BSN,2023,3.4,98.43,72.92,71.68,Yes,Yes,5,1,Employable
19-01439,Male,30,BSA,2019,2.74,90.52,93.69,90.53,Yes,Yes,5,3,Not Employable
16-01440,Male,30,BSN,2016,2.36,98.71,80.94,88.76,No,No,3,2,Employable
22-01441,Male,25,BSBA,2022,3.85,95.92,90.86,90.27,Yes,No,2,2,Not Employable
20-01442,Male,20,BSBA,2020,2.21,80.21,97.92,77.84,Yes,No,4,1,Employable
22-01443,Male,25,BSSE,2022,3.09,73.38,85.53,85.51,No,No,1,1,Not Employable
19-01444,Female,25,BSHM,2019,2.63,84.97,70.68,80.85,No,Yes,1,4,Not Employable
24-01445,Female,32,BSHM,2024,2.54,70.8,70.87,94.53,Yes,No,3,2,Not Employable
16-01446,Female,25,BSN,2016,3.29,74.5,79.92,72.08,Yes,No,5,4,Employable
20-01447,Male,27,BSCS,2020,2.46,77,93.45,78.26,Yes,Yes,1,1,Employable
19-01448,Male,34,BSHM,2019,3.83,89.97,78.65,88.09,Yes,Yes,1,1,Employable
19-01449,Male,25,BSCS,2019,2.81,85.3,80.03,76.16,Yes,No,2,4,Not Employable
15-01450,Female,24,BSCS,2015,3.35,79.07,93.53,90.18,Yes,Yes,1,4,Employable
16-01451,Male,34,BSBA,2016,3.46,86.94,73.49,74.1,No,No,1,1,Not Employable
22-01452,Male,30,BSSE,2022,3.37,73.76,95.4,70.68,No,Yes,4,5,Employable
17-01453,Female,21,BSN,2017,3.81,92.67,77.97,95.9,Yes,No,1,1,Employable
24-01454,Male,23,BSE,2024,2.46,91.36,71.54,80,No,Yes,4,2,Employable
17-01455,Female,33,BSN,2017,2.17,76.5,73.52,74.71,Yes,No,5,1,Employable
22-01456,Male,34,BSCS,2022,2.11,88.19,98.58,75.18,Yes,Yes,2,3,Employable
22-01457,Male,29,BSSE,2022,3.76,85.1,83.54,96.58,No,No,1,1,Not Employable
16-01458,Female,24,BSBA,2016,3.95,71.82,77.69,89.63,No,Yes,2,5,Not Employable
22-01459,Female,29,BSBA,2022,2.61,78.34,85.64,98.69,Yes,Yes,2,2,Employable
15-01460,Female,23,BSCS,2015,3.39,99.98,90.47,94,No,Yes,2,1,Not Employable
20-01461,Female,21,BSCS,2020,2.02,72.99,79.56,93.03,Yes,Yes,3,4,Employable
22-01462,Female,26,BSIT,2022,2.38,85.19,91.76,84.99,No,Yes,4,2,Employable
17-01463,Female,29,BSIT,2017,3.38,95.48,77.57,94.62,Yes,No,2,2,Employable
22-01464,Male,29,BSCS,2022,2.13,79.02,73.37,82.38,No,Yes,5,5,Employable
15-01465,Male,21,BSHM,2015,2.94,77.82,86.49,94.81,Yes,Yes,1,4,Not Employable
23-01466,Female,20,BSN,2023,3.33,96.72,74.53,92.73,No,No,2,3,Not Employable
23-01467,Male,33,BSHM,2023,3.53,79.14,98.21,90.35,No,No,2,1,Not Employable
19-01468,Female,24,BSBA,2019,2.91,89.54,70.01,79.89,No,Yes,1,3,Not Employable
24-01469,Male,31,BSE,2024,3.26,92.21,92.67,88.92,Yes,Yes,5,4,Not Employable
18-01470,Female,32,BSN,2018,3.08,93.66,78.38,85.2,No,Yes,2,2,Employable
20-01471,Male,20,BSHM,2020,2.1,99.84,95.38,83.85,No,No,2,5,Employable
21-01472,Male,20,BSHM,2021,3.49,94.1,71.8,99.71,Yes,Yes,5,5,Not Employable
19-01473,Male,34,BSP,2019,2.34,89.71,98.59,85.13,Yes,No,2,2,Not Employable
24-01474,Male,20,BSN,2024,2.06,96.86,73.04,70.96,No,No,5,5,Employable
23-01475,Male,25,BSE,2023,2.9,97.17,93.64,88.79,No,No,2,3,Employable
17-01476,Female,28,BSSE,2017,3.73,99.19,85.52,91.84,No,Yes,1,2,Employable
21-01477,Female,29,BSSE,2021,2.3,93.29,82.91,96.56,No,Yes,5,1,Not Employable
24-01478,Female,32,BSHM,2024,2.03,75.85,78.4,88.98,Yes,Yes,1,1,Employable
24-01479,Male,30,BSCS,2024,2.22,91.29,95.24,70.58,No,Yes,1,4,Not Employable
19-01480,Female,31,BSE,2019,2.73,72.25,75.99,73.59,Yes,No,2,2,Employable
21-01481,Male,20,BSE,2021,3.16,79.54,91.64,74.84,Yes,Yes,5,3,Employable
16-01482,Male,24,BSBA,2016,2.39,73.47,83.37,76.34,No,No,3,2,Not Employable
18-01483,Male,34,BSP,2018,3.6,98.5,99.95,93.99,Yes,Yes,1,2,Employable
16-01484,Female,28,BSBA,2016,3.51,80.16,88.34,79.29,No,No,1,3,Employable
21-01485,Male,33,BSE,2021,3.39,91.4,73.13,79.37,Yes,Yes,1,5,Employable
16-01486,Female,28,BSA,2016,2.97,87.14,82.59,92.67,Yes,Yes,2,3,Not Employable
15-01487,Female,20,BSCS,2015,2.73,73.23,71.99,82.37,Yes,No,2,2,Not Employable
23-01488,Male,27,BSE,2023,2.75,86.84,78.57,71.94,No,Yes,1,2,Employable
15-01489,Male,20,BSP,2015,3.01,89.83,80.3,87.55,Yes,Yes,2,2,Not Employable
22-01490,Female,34,BSE,2022,2.15,96.45,95.6,73.9,Yes,No,2,2,Employable
16-01491,Female,27,BSN,2016,3.36,72.1,95.14,87.15,Yes,No,2,4,Not Employable
22-01492,Female,20,BSN,2022,2.7,78.87,70.35,93.39,Yes,No,4,5,Not Employable
17-01493,Female,31,BSIT,2017,2.45,90.77,85.97,97.88,Yes,No,5,2,Not Employable
20-01494,Female,24,BSP,2020,2.56,71.03,76.71,72.01,Yes,Yes,2,4,Employable
17-01495,Female,27,BSHM,2017,2.36,76.11,79.6,79.12,No,Yes,4,2,Not Employable
21-01496,Male,25,BSHM,2021,3.8,76.56,70.65,89.57,Yes,No,4,5,Not Employable
24-01497,Female,28,BSSE,2024,2.34,90.08,92.49,79.46,Yes,Yes,2,5,Not Employable
23-01498,Female,20,BSE,2023,3.77,78.58,98.52,83.53,No,Yes,4,3,Employable
16-01499,Female,28,BSA,2016,3.14,87.99,76.58,70.6,Yes,No,3,4,Employable
19-01500,Female,20,BSP,2019,3.73,98.96,80.25,90.8,Yes,No,4,5,Employable
20-01501,Male,29,BSA,2020,2.95,93.8,76.19,96.5,No,Yes,5,1,Employable
18-01502,Male,29,BSIT,2018,3.86,79.99,97.9,99.31,No,Yes,4,2,Not Employable
18-01503,Female,22,BSE,2018,2.42,84.17,70.28,94.92,Yes,No,2,5,Employable
18-01504,Female,20,BSSE,2018,3.11,76.02,87.52,70.95,Yes,No,1,4,Employable
16-01505,Female,22,BSBA,2016,2.25,70.47,96.12,89.56,Yes,No,3,4,Employable
18-01506,Male,31,BSHM,2018,2.89,78.69,75.59,84.87,Yes,Yes,4,4,Employable
15-01507,Male,30,BSN,2015,3.14,81.08,87.7,98.14,No,No,3,3,Employable
20-01508,Male,32,BSP,2020,3.21,86.93,71.52,97.06,Yes,No,5,2,Employable
15-01509,Male,21,BSA,2015,2.73,98.32,94.44,99.64,No,Yes,4,1,Not Employable
24-01510,Male,21,BSE,2024,2.15,98.44,78.23,95.86,Yes,No,4,4,Employable
20-01511,Male,28,BSBA,2020,3.31,72.1,99.66,86.41,No,No,3,2,Not Employable
15-01512,Female,27,BSCS,2015,2.98,88.44,97.66,91.45,Yes,No,4,4,Not Employable
20-01513,Male,20,BSCS,2020,2.27,71.27,91.98,98.94,No,Yes,4,4,Employable
24-01514,Male,31,BSN,2024,3.87,89.44,84.91,87.34,No,Yes,1,1,Not Employable
22-01515,Female,33,BSCS,2022,3.91,73.53,93,95.2,No,No,3,2,Not Employable
16-01516,Male,23,BSHM,2016,3.71,98.39,73.92,98.27,No,Yes,2,4,Not Employable
16-01517,Female,32,BSIT,2016,3.69,95.93,79.31,87.12,No,No,2,3,Not Employable
18-01518,Male,20,BSCS,2018,2.2,70.67,70.81,74.77,Yes,Yes,5,4,Employable
17-01519,Female,20,BSN,2017,3.99,93.46,89.35,74.67,Yes,Yes,1,2,Not Employable
18-01520,Female,31,BSIT,2018,2.8,89.08,94.17,73.46,Yes,No,3,5,Employable
21-01521,Female,31,BSHM,2021,2.33,84.86,98.39,84.29,No,No,3,4,Employable
15-01522,Female,23,BSN,2015,3.62,88.08,90.6,84.4,No,Yes,1,3,Not Employable
20-01523,Female,21,BSCS,2020,2.45,90.35,91.96,88.52,Yes,Yes,1,3,Not Employable
17-01524,Male,22,BSP,2017,3.05,96.53,96.86,84.49,No,Yes,5,4,Not Employable
24-01525,Male,30,BSCS,2024,2.26,93.02,98.09,99.19,No,Yes,2,2,Not Employable
21-01526,Female,28,BSN,2021,2.95,87.26,84.74,78.74,No,No,3,4,Employable
24-01527,Female,21,BSP,2024,3.12,94.74,73.29,96.21,No,Yes,1,3,Not Employable
16-01528,Female,23,BSP,2016,2.89,99.61,83.99,73.01,Yes,No,3,4,Not Employable
16-01529,Male,20,BSIT,2016,2.14,79.01,86.68,88.06,Yes,No,2,3,Employable
18-01530,Female,21,BSHM,2018,2.97,73.55,88.95,89.45,Yes,Yes,3,5,Employable
15-01531,Female,24,BSCS,2015,2.94,91.94,99.68,93.17,No,Yes,3,4,Employable
17-01532,Female,33,BSBA,2017,2.52,99.36,97.53,85.09,Yes,Yes,1,1,Employable
23-01533,Female,29,BSHM,2023,3.84,73.5,81.89,75.92,No,No,1,4,Not Employable
21-01534,Male,34,BSBA,2021,2.84,82.95,73.4,81.07,Yes,No,1,3,Not Employable
21-01535,Female,20,BSBA,2021,3.73,71.87,76.44,78.16,Yes,Yes,2,2,Employable
18-01536,Female,30,BSA,2018,2.22,93.3,75.21,82.57,No,Yes,4,3,Not Employable
16-01537,Male,26,BSIT,2016,2.64,98.46,80.68,85.9,Yes,Yes,2,5,Employable
18-01538,Female,23,BSSE,2018,2.35,84.97,96.29,88.75,No,No,1,2,Not Employable
20-01539,Female,25,BSE,2020,2.82,82.29,83.14,95.35,Yes,No,5,1,Employable
17-01540,Male,27,BSE,2017,2.22,97.23,87.02,97.3,Yes,Yes,3,1,Employable
15-01541,Male,32,BSIT,2015,2.88,74,75.38,83.88,Yes,No,3,5,Employable
22-01542,Male,25,BSIT,2022,2.71,96.75,84.79,72.66,Yes,No,3,5,Not Employable
19-01543,Female,33,BSBA,2019,2.45,81.76,96.21,93.91,Yes,No,3,5,Not Employable
19-01544,Female,21,BSIT,2019,3.28,86.78,93.2,84.31,Yes,No,5,5,Not Employable
18-01545,Male,20,BSBA,2018,3.9,85.85,72.44,86.39,No,Yes,1,4,Not Employable
20-01546,Male,27,BSHM,2020,2.41,88.48,95.86,87.87,Yes,Yes,4,3,Not Employable
17-01547,Male,27,BSSE,2017,3.42,98.26,78.21,90.04,Yes,Yes,3,4,Employable
23-01548,Female,28,BSA,2023,3.48,98.53,89.97,96.7,No,No,4,2,Employable
19-01549,Female,25,BSBA,2019,3,94.93,74.39,98.56,No,Yes,2,1,Employable
17-01550,Male,31,BSIT,2017,3.8,75.75,90.24,98.21,Yes,Yes,2,1,Employable
15-01551,Female,20,BSP,2015,3.93,80.01,71.07,94.28,Yes,No,3,2,Employable
24-01552,Male,33,BSCS,2024,2.72,84.63,88.02,96.68,No,No,1,1,Employable
20-01553,Female,28,BSE,2020,3.3,97.16,89.38,71.49,Yes,No,5,5,Employable
16-01554,Female,31,BSSE,2016,3.32,85.63,77.33,95.47,Yes,Yes,3,5,Employable
17-01555,Female,32,BSCS,2017,2.81,99.32,98.11,72.17,Yes,Yes,2,5,Not Employable
15-01556,Female,34,BSN,2015,2.63,99.52,71.38,92.39,No,No,2,2,Not Employable
23-01557,Male,33,BSIT,2023,3.87,87.96,96.75,75.08,Yes,Yes,4,3,Not Employable
22-01558,Female,22,BSBA,2022,3.58,96.32,81.46,80.8,No,Yes,5,2,Not Employable
16-01559,Female,30,BSA,2016,2.23,99.98,91.42,75.53,Yes,No,3,3,Not Employable
22-01560,Male,25,BSP,2022,2.24,95.49,89.55,83.3,No,No,1,1,Employable
23-01561,Female,29,BSA,2023,3.85,89.71,75.05,82.35,No,Yes,4,1,Employable
15-01562,Male,32,BSCS,2015,2.16,95.35,79.57,71.44,Yes,Yes,5,1,Employable
19-01563,Male,29,BSP,2019,3.38,72.48,85.89,94.91,No,No,4,3,Employable
22-01564,Female,34,BSE,2022,2.45,89.04,95.4,95.63,No,No,1,1,Not Employable
16-01565,Female,30,BSIT,2016,2.07,76.5,98.65,93.63,Yes,No,2,2,Not Employable
18-01566,Male,31,BSN,2018,2.12,73.48,70.62,95.43,No,No,3,3,Not Employable
21-01567,Male,33,BSCS,2021,2.75,96.79,80.58,92.53,No,Yes,3,5,Not Employable
17-01568,Male,34,BSBA,2017,2.16,89.19,90.04,98.12,No,Yes,1,3,Employable
19-01569,Female,28,BSE,2019,3.19,77.31,85.83,87.29,No,Yes,3,2,Employable
22-01570,Male,30,BSN,2022,3.29,81.6,98.29,87.48,Yes,Yes,3,2,Employable
24-01571,Male,32,BSA,2024,2.75,99.2,70.51,95.8,Yes,Yes,4,2,Employable
17-01572,Male,22,BSE,2017,3.49,95.87,83.13,80.48,Yes,No,1,1,Employable
18-01573,Female,24,BSN,2018,2.98,70.47,90.06,71.5,No,No,4,5,Employable
23-01574,Male,32,BSN,2023,2.86,99.39,76.53,92.5,Yes,No,3,5,Not Employable
21-01575,Female,33,BSA,2021,2.81,81.06,91.78,77.64,No,No,5,4,Employable
15-01576,Female,24,BSN,2015,2.86,90.86,72.44,84.23,Yes,Yes,5,2,Not Employable
18-01577,Male,29,BSSE,2018,3.94,91.38,83.53,77.21,No,Yes,4,1,Employable
18-01578,Female,26,BSP,2018,3.36,97.35,90.29,94.81,Yes,No,2,3,Not Employable
23-01579,Male,23,BSSE,2023,2.63,96.55,78,98.75,No,Yes,2,1,Not Employable
20-01580,Female,30,BSA,2020,3.47,78.45,72.22,71.65,No,No,1,2,Not Employable
23-01581,Female,23,BSHM,2023,2.66,89.31,98.71,77,No,Yes,5,1,Not Employable
20-01582,Male,26,BSE,2020,2.25,81.81,97.41,75.69,No,Yes,5,2,Employable
20-01583,Male,28,BSBA,2020,2.95,85.77,97.79,90.2,Yes,Yes,4,3,Not Employable
19-01584,Male,34,BSBA,2019,3.5,86.64,99.36,82.86,No,Yes,3,3,Employable
19-01585,Female,30,BSCS,2019,2.76,81.89,75.54,83.69,No,Yes,1,5,Employable
16-01586,Female,23,BSCS,2016,3.74,83.92,74.73,74.71,No,Yes,4,4,Not Employable
22-01587,Male,23,BSA,2022,2.77,76.25,71.03,82.44,Yes,Yes,2,1,Not Employable
22-01588,Male,25,BSCS,2022,2.7,88.23,96.75,79.1,Yes,No,3,4,Employable
15-01589,Female,25,BSBA,2015,4,92.77,92.58,88.34,Yes,No,1,1,Employable
22-01590,Female,26,BSSE,2022,2.96,82.89,89,76.52,No,Yes,3,5,Employable
19-01591,Female,34,BSBA,2019,3.61,99.33,97.83,88.44,No,No,2,5,Not Employable
16-01592,Male,20,BSSE,2016,3.61,71.72,87.25,81.33,Yes,No,4,3,Employable
16-01593,Female,32,BSHM,2016,3.85,87.67,73.89,80.39,No,No,4,3,Not Employable
20-01594,Male,30,BSA,2020,2.17,87.51,75.31,79.17,Yes,No,5,3,Not Employable
23-01595,Female,33,BSIT,2023,2.54,71.09,73.97,90.22,No,No,4,1,Not Employable
15-01596,Female,22,BSHM,2015,3.54,76.74,79.23,86.87,No,Yes,5,4,Not Employable
20-01597,Male,28,BSHM,2020,3.13,97.17,81.38,95.55,Yes,Yes,4,4,Not Employable
23-01598,Male,25,BSBA,2023,3.12,86.34,93.91,77.25,No,Yes,1,3,Not Employable
22-01599,Male,25,BSA,2022,2.33,83.09,75.74,71.2,No,No,2,5,Employable
20-01600,Female,24,BSP,2020,2.56,82.46,91.76,75.46,No,No,3,4,Employable
17-01601,Female,30,BSN,2017,3.04,96.64,84.74,80.3,Yes,Yes,2,5,Employable
22-01602,Female,22,BSHM,2022,2.55,81.01,99.99,75.39,No,No,2,3,Not Employable
23-01603,Male,30,BSCS,2023,2.42,95.78,93.3,72.51,No,Yes,5,1,Employable
15-01604,Female,24,BSSE,2015,2.18,79.28,99.07,83.36,No,Yes,5,2,Not Employable
23-01605,Male,33,BSP,2023,2.31,85.95,80.27,90.31,No,No,1,4,Employable
20-01606,Male,20,BSA,2020,3.54,74.31,73.69,92.55,Yes,No,3,3,Employable
20-01607,Male,22,BSIT,2020,3.44,94.75,85.18,81.96,Yes,No,4,3,Employable
18-01608,Female,23,BSP,2018,2.09,92.08,73.73,84.34,Yes,Yes,4,4,Employable
15-01609,Female,24,BSIT,2015,2.41,85.9,84.77,92.66,No,Yes,2,2,Not Employable
24-01610,Male,29,BSBA,2024,3.12,70.78,78.1,80.58,Yes,Yes,1,1,Employable
22-01611,Female,28,BSE,2022,2.65,84.44,84.73,93.54,Yes,Yes,3,4,Not Employable
16-01612,Male,23,BSN,2016,3.65,76.76,98.49,99.02,No,No,4,1,Not Employable
15-01613,Male,22,BSBA,2015,3.57,82.4,78.67,96.41,No,Yes,2,3,Not Employable
16-01614,Female,29,BSA,2016,3.78,95.69,99.8,83.61,No,No,1,4,Not Employable
15-01615,Male,20,BSE,2015,3.13,93.09,76.88,87.39,Yes,Yes,3,1,Employable
15-01616,Male,32,BSIT,2015,2.7,77.26,76.24,91.49,No,Yes,2,5,Employable
23-01617,Female,29,BSE,2023,3.21,99.55,86.34,80.48,Yes,Yes,2,5,Not Employable
15-01618,Male,25,BSCS,2015,2.18,97.1,95.26,93.98,No,Yes,1,5,Employable
18-01619,Male,26,BSCS,2018,2.02,85.86,92.49,83.11,Yes,Yes,1,1,Employable
24-01620,Male,29,BSBA,2024,2.03,85.9,91.71,95.41,No,Yes,1,5,Not Employable
20-01621,Male,34,BSBA,2020,2.82,97.04,78.48,77.64,No,No,1,3,Not Employable
21-01622,Male,27,BSA,2021,2.46,89.08,70.68,70.34,Yes,Yes,3,1,Employable
16-01623,Male,31,BSA,2016,2.31,86.1,74.85,88.98,No,No,1,3,Employable
20-01624,Male,20,BSSE,2020,3.23,92.47,80.48,83.56,Yes,No,1,2,Employable
21-01625,Female,31,BSA,2021,3.99,77.05,99.15,71.79,No,Yes,1,1,Employable
24-01626,Female,23,BSHM,2024,2.36,96.35,97.59,84.63,Yes,Yes,3,5,Not Employable
24-01627,Male,30,BSSE,2024,3.09,85.94,76.02,75.06,Yes,Yes,4,5,Employable
16-01628,Male,24,BSCS,2016,2.24,88.1,91.77,88.89,No,No,2,2,Employable
16-01629,Female,21,BSP,2016,3.87,72.7,87.37,83.35,No,No,5,4,Not Employable
24-01630,Female,20,BSSE,2024,2.58,79.29,71.5,75.13,No,No,2,2,Employable
21-01631,Female,27,BSSE,2021,3.76,82.8,81.15,82.36,Yes,No,3,5,Not Employable
15-01632,Female,25,BSBA,2015,2.57,82.42,84.58,76.98,Yes,Yes,1,5,Not Employable
22-01633,Female,24,BSN,2022,3.61,93.35,90.03,89.59,Yes,No,3,4,Employable
17-01634,Male,32,BSE,2017,2.42,78.47,78.85,78.85,Yes,No,4,2,Employable
20-01635,Female,28,BSCS,2020,2.59,75.46,98.01,94.66,Yes,No,5,3,Not Employable
23-01636,Female,32,BSIT,2023,2.38,87.48,83.56,70.42,Yes,No,4,2,Employable
20-01637,Female,30,BSIT,2020,2.53,88.45,77.46,82.1,Yes,Yes,1,3,Employable
23-01638,Male,32,BSA,2023,3.67,73.65,79.49,88.51,No,Yes,3,5,Employable
21-01639,Male,30,BSCS,2021,3.28,70.07,92.56,70.68,Yes,Yes,3,5,Employable
23-01640,Male,21,BSHM,2023,2.81,97.53,89.21,76.48,No,Yes,1,2,Not Employable
16-01641,Male,29,BSA,2016,3.94,72.39,92.27,79.82,Yes,Yes,1,5,Not Employable
22-01642,Male,31,BSA,2022,2.93,96.94,78.77,70.66,Yes,No,5,4,Employable
22-01643,Male,27,BSSE,2022,3.94,81.98,79.81,86.4,Yes,No,4,1,Employable
16-01644,Female,30,BSCS,2016,2.39,89.59,81.9,88.93,No,No,1,3,Not Employable
18-01645,Male,33,BSE,2018,3.81,75.57,75.66,76.83,Yes,No,1,5,Employable
21-01646,Male,29,BSA,2021,2.03,94.72,90.73,86.3,Yes,No,4,3,Employable
18-01647,Female,32,BSN,2018,3.09,75.41,79.88,99.97,Yes,Yes,1,2,Employable
18-01648,Male,28,BSHM,2018,2.85,81.6,79.79,96.61,No,No,5,4,Not Employable
20-01649,Female,20,BSHM,2020,3.05,77.14,78.08,71.76,No,Yes,5,3,Employable
24-01650,Female,26,BSA,2024,3.11,95.13,83.58,73.84,Yes,Yes,4,5,Not Employable
20-01651,Male,27,BSN,2020,2.78,95.75,93.16,84.83,Yes,Yes,2,1,Not Employable
24-01652,Female,22,BSP,2024,4,81.16,95.07,77.36,Yes,No,5,4,Employable
17-01653,Female,33,BSBA,2017,3.95,79.22,94.14,72.43,No,No,3,2,Not Employable
23-01654,Female,23,BSBA,2023,3.92,93.21,88.64,77.64,Yes,No,3,5,Not Employable
24-01655,Female,32,BSBA,2024,3.96,96.36,78.41,71.84,Yes,Yes,2,4,Employable
16-01656,Male,22,BSSE,2016,3.59,88.72,92.05,85.9,Yes,Yes,5,5,Not Employable
20-01657,Female,26,BSHM,2020,3.98,97.82,71.18,84.71,No,No,1,2,Not Employable
21-01658,Male,28,BSIT,2021,3.78,81.49,93.94,70.19,Yes,Yes,2,2,Employable
23-01659,Female,22,BSIT,2023,2.83,74.56,93.41,84.48,Yes,Yes,1,1,Not Employable
17-01660,Female,32,BSSE,2017,3.57,75.39,90.1,85.59,No,Yes,3,4,Employable
24-01661,Female,25,BSA,2024,3.82,90.09,72.94,88.17,Yes,No,2,1,Not Employable
17-01662,Male,27,BSCS,2017,3.43,82.23,99.92,99.1,Yes,Yes,5,1,Employable
21-01663,Male,25,BSCS,2021,2.85,74.69,92.69,99.48,Yes,No,3,1,Employable
18-01664,Male,21,BSBA,2018,2.13,78.77,92.04,85.81,No,No,5,3,Not Employable
22-01665,Female,32,BSCS,2022,3.62,85.92,71.92,95.36,No,Yes,1,2,Not Employable
21-01666,Female,26,BSA,2021,3.91,73.64,81.96,72.55,Yes,Yes,5,1,Employable
19-01667,Female,21,BSP,2019,2.72,70.1,72.59,85.93,No,Yes,2,3,Employable
21-01668,Female,21,BSSE,2021,2.3,97.52,80.83,90.37,Yes,No,1,3,Employable
17-01669,Male,21,BSP,2017,2.65,79.15,87.11,86.94,Yes,No,2,3,Employable
16-01670,Female,30,BSHM,2016,3.17,76.64,96.37,76.92,No,Yes,1,1,Not Employable
20-01671,Male,34,BSCS,2020,2.63,90.95,78.49,71.88,No,Yes,2,3,Not Employable
16-01672,Female,20,BSBA,2016,3.22,95.6,88.7,81.6,No,No,3,1,Not Employable
17-01673,Male,33,BSSE,2017,3.93,88.97,74.94,89.43,Yes,Yes,2,4,Not Employable
20-01674,Male,30,BSBA,2020,3.34,77.63,80.62,99.75,Yes,No,3,2,Employable
19-01675,Female,20,BSCS,2019,2.73,95.85,98.42,77.1,Yes,Yes,4,5,Not Employable
22-01676,Female,33,BSE,2022,3.87,85.31,92.43,97.53,Yes,Yes,5,1,Employable
23-01677,Male,26,BSCS,2023,3.13,81.44,86.37,72.05,No,Yes,1,2,Not Employable
17-01678,Female,34,BSSE,2017,2.26,88.14,77.55,97.93,Yes,No,5,1,Not Employable
24-01679,Female,32,BSIT,2024,3,91.02,81.39,94.97,No,Yes,3,4,Not Employable
17-01680,Male,33,BSSE,2017,3.31,87.81,74.7,70.63,Yes,Yes,3,2,Employable
17-01681,Male,33,BSN,2017,3.68,97.61,80.6,78.95,Yes,No,3,2,Not Employable
20-01682,Male,34,BSCS,2020,3.87,88.84,74.52,71.53,No,No,2,3,Not Employable
15-01683,Male,33,BSN,2015,2.63,96.36,93.86,99.87,No,No,5,1,Not Employable
21-01684,Female,31,BSIT,2021,2.31,87.61,72.42,82.84,Yes,No,3,1,Not Employable
15-01685,Male,24,BSA,2015,2.15,79.89,75.68,89.87,No,No,4,5,Employable
19-01686,Male,30,BSA,2019,3.48,85.97,90.74,77.03,Yes,No,3,3,Employable
24-01687,Male,22,BSHM,2024,3.59,72.59,97.08,98.01,Yes,No,5,3,Not Employable
22-01688,Female,20,BSP,2022,2.82,76.91,98.94,78.23,Yes,No,3,5,Employable
18-01689,Male,30,BSIT,2018,2.79,92.99,95.08,77.81,Yes,Yes,3,3,Employable
19-01690,Female,29,BSSE,2019,3.91,89.84,76.34,79.44,No,Yes,1,3,Employable
18-01691,Male,25,BSCS,2018,3.83,75,78.57,83.87,No,Yes,3,4,Not Employable
18-01692,Male,30,BSN,2018,2.47,83.14,96.12,70.56,No,Yes,5,2,Not Employable
22-01693,Female,20,BSHM,2022,3.56,74.26,96.68,87.94,No,No,1,5,Employable
16-01694,Male,28,BSBA,2016,3.25,95.67,89.22,70.95,Yes,No,1,4,Employable
15-01695,Male,21,BSCS,2015,2.31,73.28,79.41,86.18,Yes,No,3,4,Not Employable
17-01696,Female,20,BSBA,2017,2.71,89.63,76.72,83.74,No,No,3,4,Not Employable
23-01697,Male,34,BSN,2023,2.35,88.21,95.57,77.28,No,No,4,3,Employable
18-01698,Male,31,BSN,2018,2.59,84.18,76.16,79.89,No,Yes,5,5,Employable
24-01699,Male,26,BSCS,2024,3.23,78.35,89.85,91.17,Yes,Yes,5,3,Employable
19-01700,Male,25,BSHM,2019,2.75,82.12,99.04,70.29,No,No,2,3,Not Employable
16-01701,Female,25,BSP,2016,2.79,94.19,91.16,79.5,Yes,Yes,2,4,Not Employable
18-01702,Male,33,BSA,2018,3.08,92.85,77.73,90.41,No,No,5,1,Employable
16-01703,Female,24,BSN,2016,2.17,92.16,78.48,74.57,No,No,3,5,Employable
16-01704,Male,30,BSHM,2016,3.48,92.49,72.79,86.81,Yes,Yes,1,5,Employable
18-01705,Female,23,BSN,2018,2.8,74.32,90.59,75.07,Yes,Yes,4,4,Not Employable
20-01706,Male,30,BSE,2020,2.96,72.97,85.55,74.64,No,No,3,4,Not Employable
21-01707,Female,23,BSA,2021,3.95,95.84,76.19,93.17,No,Yes,1,2,Employable
24-01708,Male,22,BSN,2024,2.69,95.12,76.83,78,Yes,No,5,4,Not Employable
17-01709,Female,29,BSHM,2017,3.3,90.44,70.27,81.27,Yes,No,3,3,Not Employable
17-01710,Female,27,BSN,2017,2.79,88.18,99.35,91.9,Yes,Yes,4,4,Not Employable
24-01711,Male,26,BSBA,2024,3.79,81.01,94.84,75.39,Yes,No,2,5,Not Employable
